,t,phi,omega,alpha,r,r-dot,r-dotdot
0,0.0,-0.00233072205912421,3.25479958439053,-6.96308588343696,0.266633275173186,0.173024121440035,0.89155459796941
1,0.00555555555555555,0.0156611152427468,3.21652245522959,-6.77533530595848,0.267605284453012,0.177865308635832,0.850270157169536
2,0.0111111111111111,0.0334439106617378,3.17928373545321,-6.59486142500331,0.268603838987107,0.182487058272191,0.809988128385428
3,0.0166666666666667,0.0510227333142788,3.14304270691348,-6.42139720292102,0.269627730699242,0.186893029207509,0.770662601110738
4,0.0222222222222222,0.0684025148439052,3.1077601409952,-6.25468088361024,0.270675769804655,0.191086834082832,0.732249937241726
5,0.0277777777777778,0.0855880519506063,3.07339827052534,-6.09445598146611,0.271746784695566,0.195072039947406,0.694708718369727
6,0.0333333333333333,0.102584008920173,3.03992076168245,-5.94047127032774,0.272839621826698,0.198852168884226,0.657999693073617
7,0.0388888888888889,0.119394920153548,3.00729268590611,-5.79248077242568,0.273953145600796,0.202430698635589,0.622085724212279
8,0.0444444444444444,0.136025192696171,2.97548049180634,-5.6502437473293,0.275086238254144,0.205811063228642,0.586931736217068
9,0.05,0.15247910876733,2.94445197707307,-5.51352468089433,0.276237799742085,0.208996653600934,0.552504662384281
10,0.0555555555555556,0.168760828289508,2.91417626038552,-5.38209327421025,0.27740674762454,0.211990818225963,0.518773392167619
11,0.0611111111111111,0.184874391417732,2.88462375332166,-5.25572443254779,0.278592016951522,0.214796863738732,0.485708718470653
12,0.0666666666666667,0.20082372106892,2.85576613226765,-5.1341982543063,0.27979256014866,0.217418055561296,0.453283284939293
13,0.0722222222222222,0.216612625451232,2.82757631032726,-5.01730001996132,0.281007346902718,0.219857618528312,0.421471533254253
14,0.0777777777777778,0.232244800593415,2.80002840923128,-4.9048201810119,0.282235364047107,0.22211873751259,0.390249650423516
15,0.0833333333333333,0.247723832874156,2.773097731247,-4.79655434892818,0.28347561544741,0.224204558050644,0.3595955160748
16,0.0888888888888889,0.263053201551424,2.7467607310876,-4.69230328409872,0.284727121886898,0.226118186968243,0.329488649748026
17,0.0944444444444444,0.278236281291824,2.72099498782161,-4.59187288477804,0.285988920952049,0.22786269300596,0.299910158187782
18,0.1,0.293276344699942,2.69577917678231,-4.49507417603404,0.287260066918066,0.229441107444721,0.270842682635792
19,0.105555555555556,0.308176564847694,2.67109304147719,-4.40172329869545,0.288539630634396,0.23085642473136,0.242270346123377
20,0.111111111111111,0.322940017803676,2.64691736549738,-4.31164149829926,0.28982669941025,0.232111603104165,0.214178700763927
21,0.116666666666667,0.337569685162511,2.62323394442705,-4.22465511403822,0.291120376900118,0.23320956521843,0.186554675045362
22,0.122222222222222,0.352068456574196,2.60002555775288,-4.14059556770826,0.29241978298929,0.234153198772006,0.159386521122602
23,0.127777777777778,0.366439132273453,2.57727594077347,-4.05929935265592,0.293724053679377,0.234945357130852,0.13266376211003
24,0.133333333333333,0.380684425609075,2.55496975650879,-3.98060802272587,0.295032340973824,0.23558885995458,0.106377139373961
25,0.138888888888889,0.394806965573277,2.53309256760958,-3.90436818120828,0.296343812763431,0.236086493822016,0.0805185598251064
26,0.144444444444444,0.408809299331041,2.51163080826681,-3.83043146978631,0.297657652711875,0.236441012856738,0.0550810432110388
27,0.15,0.422693894749466,2.49057175612111,-3.7586545574836,0.298973060141223,0.236655139352636,0.0300586694086609
28,0.155555555555556,0.436463142927118,2.46990350417218,-3.68889912961162,0.300289249917455,0.236731564399458,0.00544652571666964
29,0.161111111111111,0.450119360723376,2.44961493268823,-3.62103187671725,0.301605452335978,0.236672948508361,-0.0187593458519766
30,0.166666666666667,0.46366479328778,2.42969568111544,-3.5549244835301,0.30292091300715,0.236481922237461,-0.0425620012775931
31,0.172222222222222,0.477101616589381,2.41013611998735,-3.49045361791006,0.304234892741794,0.236161086817386,-0.0659636472413014
32,0.177777777777778,0.49043193994609,2.39092732283432,-3.42750091979471,0.305546667436721,0.235713014776822,-0.0889656938325643
33,0.183333333333333,0.503657808554023,2.37206103809294,-3.36595299014677,0.306855527960242,0.235140250568068,-0.111568807256719
34,0.188888888888889,0.516781206016852,2.35352966101549,-3.30570137990157,0.308160780037694,0.234445311192583,-0.133772962542512
35,0.194444444444444,0.529804056875152,2.33532620557932,-3.24664257891447,0.309461744136953,0.233630686826537,-0.155577496249632
36,0.2,0.542728229135753,2.31744427639637,-3.18867800490835,0.310757755353956,0.232698841446364,-0.176981159176243
37,0.205555555555556,0.555555536801081,2.2998780406225,-3.13171399242103,0.312048163298218,0.231652213454309,-0.197982169066522
38,0.211111111111111,0.568287742398514,2.28262219986698,-3.07566178175272,0.31333233197835,0.23049321630398,-0.218578263318189
39,0.216666666666667,0.580926559509726,2.26567196210194,-3.02043750791351,0.314609639687579,0.229224239125898,-0.23876675169004
40,0.222222222222222,0.593473655300035,2.24902301357173,-2.96596218957078,0.315879478889266,0.227847647353049,-0.258544569009488
41,0.227777777777778,0.605930653047755,2.23267149070243,-2.91216171799665,0.317141256102424,0.226365783346432,-0.277908327880087
42,0.233333333333333,0.61829913467354,2.21661395201121,-2.85896684601549,0.318394391787238,0.224780967020609,-0.296854371389075
43,0.238888888888889,0.630580643269735,2.20084735001583,-2.80631317695128,0.319638320230582,0.22309549646926,-0.315378825814902
