,t,x,y,vx,vy,ax,ay
0,0.0,-0.224829982209577,-0.374299649376341,-0.223028544010516,0.622964025375897,0.598992401005326,1.60621367460487
1,0.00555555555555555,-0.226076621720354,-0.37081645354133,-0.219547819110821,0.631913085274,0.653962162375893,1.56603135442934
2,0.0111111111111111,-0.227296719775163,-0.367284797823029,-0.215781656957439,0.64058917380945,0.704386854541551,1.52654477550135
3,0.0166666666666667,-0.228489864690811,-0.363705995596632,-0.211753124750615,0.649005596238863,0.750504680814064,1.48784332958226
4,0.0222222222222222,-0.22965566173292,-0.360081306620224,-0.207484122524115,0.657175202639819,0.792548302697753,1.45000769716831
5,0.0277777777777778,-0.230793732495393,-0.356411938510486,-0.202995407645372,0.66511039205162,0.830744858440008,1.41311007649319
6,0.0333333333333333,-0.231903714279879,-0.3526990482184,-0.198306619315641,0.67282311661603,0.865315981581781,1.3772144125306
7,0.0388888888888889,-0.23298525947524,-0.348943743504952,-0.193436303070147,0.680324885718024,0.896477819508098,1.34237662599683
8,0.0444444444444444,-0.23403803493702,-0.34514708441684,-0.188401935278238,0.687626770126538,0.924441051998552,1.30864484235331
9,0.05,-0.235061721366907,-0.341310084762175,-0.183219947643532,0.694739406135214,0.94941090977781,1.27605962080916
10,0.0555555555555556,-0.2360560126922,-0.337433713586188,-0.177905751704074,0.701672999703148,0.971587193066118,1.24465418332376
11,0.0611111111111111,-0.237020615445278,-0.333518896646935,-0.17247376333248,0.708437330595639,0.991164290129796,1.21445464360933
12,0.0666666666666667,-0.237955248143066,-0.329566517891,-0.166937427236093,0.715041756524936,1.00833119583175,1.18548023613346
13,0.0722222222222222,-0.238859640666497,-0.325577420929202,-0.161309241457132,0.721495217290984,1.02327153018196,1.15774354512171
14,0.0777777777777778,-0.239733533639984,-0.321552410512298,-0.155600781872843,0.727806238922174,1.036163556888,1.13125073356014
15,0.0833333333333333,-0.240576677810881,-0.317492254006688,-0.149822726695649,0.73398293781609,1.04718020190554,1.10600177219789
16,0.0888888888888889,-0.241388833428954,-0.313397682870121,-0.143984880973301,0.740033024880254,1.05648907198881,1.08199066854973
17,0.0944444444444444,-0.242169769625844,-0.309269394127398,-0.138096201089032,0.745963809672878,1.06425247324117,1.05920569589863
18,0.1,-0.242919263794536,-0.305108051846078,-0.132164819261701,0.751782204543609,1.07062742966554,1.03762962229832
19,0.105555555555556,-0.243637100968821,-0.300914288612184,-0.126198068045953,0.757494728774275,1.07576570171496,1.01723993957587
20,0.111111111111111,-0.244323073202767,-0.296688707005903,-0.120202504832361,0.763107512719636,1.07981380484308,0.99800909233421
21,0.116666666666667,-0.244976978950184,-0.292431881077296,-0.114183936347583,0.76862630194813,1.08291302805461,0.979904706954739
22,0.122222222222222,-0.245598622444086,-0.288144357822,-0.108147443154509,0.774056461382621,1.0851994524559,0.962889820599854
23,0.127777777777778,-0.246187813076165,-0.283826658656935,-0.102097404152416,0.779402979441146,1.08680396980541,0.946923110215529
24,0.133333333333333,-0.246744364776251,-0.279479280896006,-0.0960375210771128,0.784670472177663,1.08785230106417,0.931959121533872
25,0.138888888888889,-0.24726809539178,-0.275102699225809,-0.0899708430010975,0.789863187422796,1.08846501494637,0.917948498075688
26,0.144444444444444,-0.247758826067263,-0.270697367181334,-0.0838997908337034,0.79498500892459,1.08875754646979,0.90483821015304
27,0.15,-0.248216380623747,-0.266263718621676,-0.0778261818212525,0.800039460489249,1.08884021550632,0.892571783871814
28,0.155555555555556,-0.248640584938287,-0.261802169205731,-0.0717512540472049,0.805029710121892,1.08881824533247,0.881089530134278
29,0.161111111111111,-0.249031266323407,-0.257313117867908,-0.0656756909323106,0.809958574167293,1.08879178117989,0.870328773641648
30,0.166666666666667,-0.249388252906571,-0.252796948293828,-0.0595996457347598,0.814828521450637,1.08885590878584,0.860224081896646
31,0.172222222222222,-0.249711373009647,-0.248254030396034,-0.0535227660503342,0.819641677418259,1.0891006729437,0.850707494206065
32,0.177777777777778,-0.250000454528372,-0.243684721789693,-0.0474442183125571,0.824399828278397,1.08961109605348,0.841708750683332
33,0.183333333333333,-0.25025532431182,-0.239089369268299,-0.0413627122928451,0.829104425141939,1.09046719667234,0.833155521251066
34,0.188888888888889,-0.25047580754187,-0.234468310279383,-0.0352765256006584,0.83375658816317,1.09174400806506,0.824973634643645
35,0.194444444444444,-0.250661727112667,-0.229821874400211,-0.0291835281836519,0.838357110680518,1.09351159675453,0.817087307409768
36,0.2,-0.250812903010095,-0.225150384813497,-0.0230812068278258,0.842906463357304,1.09583508107232,0.809419372915011
37,0.205555555555556,-0.250929151691237,-0.220454159783099,-0.0169666896576766,0.847404798322489,1.09877464970912,0.801891510344397
38,0.211111111111111,-0.251010285463845,-0.21573351412973,-0.0108367706363481,0.85185195331142,1.10238558026525,0.794424473704956
39,0.216666666666667,-0.251056111865807,-0.21098876070666,-0.00468793406578197,0.85624745580658,1.10671825780121,0.786938320828283
40,0.222222222222222,-0.25106643304461,-0.206220211875422,0.00148362091313136,0.860590527178333,1.1118181933881,0.779352642373106
41,0.227777777777778,-0.251041045136808,-0.201428180981515,0.00768195582040168,0.864880086825675,1.11772604265822,0.771586790827845
42,0.233333333333333,-0.250979737647489,-0.196612983830112,0.0139113683367884,0.869114756316977,1.12447762435547,0.763560109513176
43,0.238888888888889,-0.250882292829741,-0.19177494016176,0.0201763678036495,0.873292863530739,1.13210393888596,0.755192161584589
44,0.244444444444445,-0.250748485064116,-0.186914375128091,0.0264816507227907,0.87741244679633,1.1406311868684,0.746402959034959
