el,t0,h,fitness
141.0,1.41,7.348241465246404e-05,0.04224698241231449
148.05,1.41,0.004437819131243428,0.04283115377396377
220.0543775591904,3.244817573708625,0.0,
141.0,1.4805,0.0013869743172062671,0.04202049267893399
220.05437757409152,3.244817573708625,0.0,
133.95,1.4805,-0.003252782031626285,0.04404605706349076
144.525,1.427625,0.00261694321174282,0.04217997854929054
220.0,3.24,0.0,
144.52499999999995,1.4981250000000002,0.003909465811492386,0.04219590019435731
143.64374999999995,1.47609375,0.002962830018177529,0.042077326159938484
140.11874999999995,1.5289687499999998,0.0017295092147882568,0.0419440370333907
137.91562499999992,1.5796406249999997,0.00126491029908395,0.04202144454137295
220.0,3.24,0.0,
137.475,1.533375,0.00010727834014065849,0.042325867773560434
142.1015625,1.4904140625,0.002266154305409584,0.04197691294532705
141.22031249999995,1.5388828125,0.002610766778210421,0.04188976484962355
141.33046874999997,1.56807421875,0.003220871492071293,0.041854202461512086
139.34765624999991,1.60662890625,0.002687763395721368,0.04178902253696522
137.97070312499986,1.664736328125,0.0028971067169151995,0.041722668588695534
139.18242187499985,1.7038417968750004,0.0043945435512333176,0.04163190116614597
138.7142578124998,1.7912783203125002,0.005727836827090745,0.04156205632659697
135.35449218749966,1.8879404296875,0.00541957945663585,0.04134923033976199
132.36650390624948,2.04787353515625,0.006534330764854082,0.04115615159666882
133.11005859374944,2.17441552734375,0.009402871113939226,0.04114203404319234
130.67973632812425,2.4292551269531257,0.012705594214212194,0.04125520301140823
126.76230468749912,2.4310107421875,0.010262791392501044,0.040751349829825485
120.78632812499882,2.7508769531249992,0.012603632028196136,0.04054788130306098
121.52988281249878,2.8774189453125,0.015559735083568315,0.040656724472136835
109.20615234374814,3.453880371093749,0.01897438577318089,0.04040971231835268
101.45142950456885,3.4559053137959643,0.013636365658925792,0.04315474002589161
97.25419921874754,4.093612792968748,0.0240645246171628,0.04073874550572407
297.6226456148865,1.8969679500021144,0.06324781298484239,0.15376623207502452
379.77404483061935,1.0653807202712509,0.06802549946881323,0.17884457797026931
108.4625976562482,3.3273383789062487,0.01590251321333576,0.040797488732691005
175.0,1.41,0.018723145355126074,0.060763511256072815
187.11046095339185,1.0676502018803022,0.01873691505164181,0.06650237160479923
101.45142951946998,3.4559053137959643,0.013636365670055313,0.043154740015293284
118.26306152343616,2.989898803710937,0.015661429420844572,0.040463437209213145
297.62264562978766,1.8969679500021144,0.06324781295671565,0.15376623208252613
379.7740448455206,1.0653807202712509,0.06802549943745896,0.17884457797574518
183.75,1.41,0.022692945859110226,0.06833141425156138
106.68288574218548,3.6929022216796863,0.022139204434583358,0.04059432435926666
187.110460968293,1.0676502018803022,0.018736915058586958,0.06650237161732829
101.45142950456885,3.4559053286971246,0.013636365973359536,0.04315473984797449
297.6226456148865,1.896967964903276,0.06324781311623105,0.15376623228159694
