el,t0,h,fitness
117.26046752929548,2.9863832702636715,0.014937594363250503,0.04043610485066023
379.77404483061935,1.0653807351724125,0.06802549963171856,0.17884457813120194
175.0,1.4805,0.019873565292550226,0.061738597471028514
108.2035583496075,3.4503648376464837,0.0182332319037502,0.04046676776250015
101.45142950456885,3.4559053137959643,0.013636365658925792,0.04315474002589161
187.11046095339185,1.0676502167814634,0.01873691528054024,0.06650237179738734
379.77404483061935,1.0653807202712509,0.06802549946881323,0.17884457797026931
297.6226456148865,1.8969679500021144,0.06324781298484239,0.15376623207502452
115.748185729979,3.1050153121948236,0.016299670856193646,0.040412025632363
166.25,1.4805,0.01563965350666417,0.05437458146381414
107.69387054443165,3.572512413024901,0.020370272381996738,0.04044764352422625
101.45214074584018,3.4678451299728548,0.013888757559729877,0.04301346271630342
379.7736773512206,1.0545807144031738,0.06790619275489633,0.17872784345560722
187.11046095339185,1.0676502018803022,0.01873691505164181,0.06650237160479923
297.62214219033143,1.8831051073081893,0.06307885570628817,0.15357400611360578
114.86881828307949,3.1329155559539785,0.016277534559063826,0.04040304244437798
157.5,1.5157500000000002,0.011683507725364764,0.048200124952612416
101.45214074584018,3.4678451299728548,0.013888757559729877,0.04301346271630342
108.3267848968487,3.4817806148529042,0.018953343590821483,0.0404247091449252
379.7736773512206,1.0545807144031738,0.06790619275489633,0.17872784345560722
187.10962014233291,1.0547258324557207,0.01853140508802554,0.06633505528859686
297.62214219033143,1.8831051073081893,0.06307885570628817,0.15357400611360578
113.89283552169641,3.199206637859344,0.016957757438006392,0.040396298977306684
157.5,1.44525,0.010458750808092368,0.04755089291556528
101.45214076074134,3.4678451299728548,0.013888757570678513,0.04301346270597157
119.55550146102777,2.878241822719574,0.01430326794907334,0.040474540196039965
187.10962014233291,1.0547258324557207,0.01853140508802554,0.06633505528859686
379.77367736612183,1.0545807144031738,0.06790619275437658,0.1787278434610861
297.6221422052326,1.8831051073081893,0.06307885568285065,0.15357400612110772
111.79348962306808,3.3099707340002054,0.017790820247853622,0.040393741083886166
187.10962015723408,1.0547258324557207,0.018531405102395045,0.06633505530110118
148.75,1.4276249999999997,0.005172721919022964,0.04308754015218405
379.7736773512206,1.054580729304335,0.06790619291587681,0.1787278436164294
101.45214074584018,3.4678451448740164,0.013888757874388669,0.0430134625428495
110.81750686168495,3.3762618159055697,0.018477651950574,0.04039923226329867
297.62214219033143,1.883105122209351,0.06307885586604657,0.15357400631973733
187.10962014233291,1.054725847356882,0.01853140533182807,0.06633505548017846
111.8303347170336,3.315425250917672,0.01792466681613484,0.040394203843066426
379.77220743362517,1.0113806909308647,0.06742914276807195,0.1782613011279705
131.25,1.5333749999999997,-0.0040932219491544046,0.045092496926157716
101.45498571092556,3.5156043946804205,0.014896586516190953,0.042484889435380827
297.6201284921112,1.8276537365324896,0.06240231452182305,0.152809021211207
109.73098881840522,3.4261893470585334,0.018763759669642232,0.04040490759852585
187.10625689809743,1.0030283547573946,0.0177088954417272,0.06567549993289755
112.85237384587359,3.2559523151591407,0.017407000345412222,0.04039328384897789
379.77220743362517,1.0113806909308647,0.06742914276807195,0.1782613011279705
122.5,1.4452499999999993,-0.01227665490225686,0.05490535546470898
101.45498571092556,3.5156043946804205,0.014896586516190953,0.042484889435380827
112.81552875190808,3.2504977982416747,0.017273443633279466,0.04039334887213057
297.6201284921112,1.8276537365324896,0.06240231452182305,0.152809021211207
187.10625689809743,1.0030283547573946,0.0177088954417272,0.06567549993289755
113.87441297471365,3.1964793794006106,0.0168911594555609,0.04039603331373687
379.7722074485264,1.0113806909308647,0.06742914274492746,0.17826130113346095
148.75,1.498125,0.006442272428404866,0.04334538035252599
101.45498572582672,3.5156043946804205,0.014896586526825881,0.04248488942614635
112.31372046097944,3.2815978953503064,0.017565339626552882,0.04039300255994199
112.35056555494499,3.2870524122677733,0.01769902116208456,0.040393563470395376
166.25,1.3923749999999997,0.014156007696947387,0.05331931405793321
101.45498571092556,3.5156044095815817,0.014896586829577462,0.04248488928029207
112.69928795266728,3.2596364517482,0.01737977351536759,0.04039304207768525
112.16063456777313,3.2852820319393645,0.017538055478559134,0.04039351893787285
140.0,1.4981249999999997,0.001077667657156499,0.042049203720625185
101.46270208637928,3.645152638842315,0.017616464874776427,0.04136116753202088
112.67943902634848,3.2632847443541966,0.017439763043864576,0.04039301207532423
112.29387153466064,3.2852461879563046,0.01762538728106799,0.04039304818987723
140.0,1.427624999999999,-0.00024086377714034287,0.042323137281052144
101.46270208637928,3.645152638842315,0.017616464874776427,0.04136116753202088
112.59793384816565,3.2660388858002256,0.017441143617822296,0.04039296696670138
112.23221528279659,3.2843520367963346,0.017566721196254922,0.040393134644441366
131.25,1.4981249999999997,-0.004778526106606095,0.04549268102639609
101.46270210128044,3.645152638842315,0.017616464886407196,0.041361167525894166
112.56763309046049,3.268551567464732,0.017471491585181124,0.04039295182994308
112.85184647764672,3.252992557914652,0.017347384973780067,0.0403931509626615
340.3842075438704,0.8597063836261707,0.05915400160764307,0.16076083574609576
112.31372046097944,3.2815978953503064,0.017564256679060364,0.040392973460841884
55.328093186641034,1.9392313147184133,-0.07962274039469007,0.22972959508976198
167.67914951757734,2.1171324072326487,0.0269229582092633,0.06495949432264173
190.229228840221,1.4027194693011755,0.025344976916756315,0.07383762976812315
191.58295977847,3.486888928921962,0.05740113177310041,0.11271197776418865
95.53602794755942,2.3923984384310435,-0.0146799604969287,0.07718693561047918
280.19417831293333,3.0801365834448915,0.07415525599562661,0.16272006413629908
270.6903370888447,3.938748541412747,0.08272776932889536,0.17217097390667702
319.6547029080172,3.5475141061392885,0.08648196874454593,0.18815718046911967
117.61472423776932,2.237990024152277,0.0001602697738436186,0.0465980384338052
226.40618775224567,1.2558539145591625,0.03649941144183759,0.10082938557286752
300.41146816161654,3.001254823568427,0.07699846590988113,0.17135688678781566
169.94143535892368,1.0041815298753969,0.009502013454012907,0.05205424506819342
374.88426584189347,1.8390918653178832,0.07579014731777238,0.1859711206271574
186.70720933766117,3.0135476662480345,0.04873494649968222,0.09901723898863918
160.82819484833772,2.4129865093321423,0.02866056086790858,0.06360241784994565
356.8049960407435,1.9375571235782856,0.07418216092580697,0.18042468758520444
220.0115008096436,3.0557139288447615,0.059779216760166475,0.12601172064264995
113.02268393310062,2.1654280941483948,-0.004798221412322457,0.05299983521806624
302.51787534529615,1.6523371152612103,0.061266656614955485,0.1528959114733597
328.24157030557336,3.8444109603414613,0.09106239608085374,0.1961498030855719
400.0,0.5,0.06488773823137509,0.18016090553359784
50.07652522917776,0.5274067705656378,-0.1415889359317041,0.3336011059531227
129.4781388524705,3.9985560052692097,0.04093064238026095,0.06393764849765089
399.92810270212647,0.5308470827373426,0.06521035752592792,0.18044122793344225
112.98134647445688,3.9798419623805215,0.03170249106935879,0.04696020384339715
132.76166281057374,0.5024143279352267,-0.02313328855035969,0.05909307355638657
337.06107109169125,0.5,0.05435153869441329,0.15528195933895367
144.91862387745584,0.5003411104460017,-0.014276720789672704,0.047675017940532506
99.22930041520183,0.5060273771142008,-0.05512808594890574,0.12510784117366372
120.21523783413231,3.998951980819208,0.0361371470024817,0.0541260468157387
106.37401208138272,0.5013037098284878,-0.047234521184765926,0.10726403482007814
245.0917961687679,0.5,0.031916510148357155,0.10414555673176558
119.26055795411213,0.5234045079316464,-0.03406402719475138,0.07964955683493592
75.24535357560859,4.0,0.0047274755959684145,0.06850254850805285
251.9184177836339,0.5,0.03400703353890447,0.1087438029978798
320.34033111245486,4.0,0.09163651655414376,0.19545097331710232
150.4422394914501,0.5023304450025525,-0.01054942995602122,0.04515753905445305
355.4732666133616,4.0,0.09639553948051904,0.20845802732269444
108.08324739542464,3.990675831808742,0.028976391149775894,0.04349935518293506
175.34760307273984,0.5,0.003868837791972635,0.05170565991100045
140.58225572247144,3.9882496180605984,0.04598565398225917,0.07569045814272504
205.87741244254138,0.5,0.017911813290952098,0.07499126862702643
381.1856822200098,4.0,0.09946630616246252,0.2168714263629253
284.04281587077696,0.5,0.04278220693535891,0.1284897667256908
160.13796132261575,0.5046047690375137,-0.004488846808754244,0.04478619333459021
85.0520555664822,3.98774785957206,0.012771731896612548,0.05124031489351656
242.06347110051587,3.9997792551951403,0.07771014572502094,0.1577008632378055
176.9139391681116,4.0,0.06020498619628074,0.1112469747062574
208.21983180809448,0.5138253437704959,0.0190684937882236,0.07699894333438137
64.52823846127608,0.8363799462774529,-0.09813332019125197,0.2379018215722045
112.72884020022332,3.9896017307834,0.03174270434343576,0.04691245949708369
232.88097933566377,0.8690755334480341,0.03315254733891609,0.10019980012107904
367.7406456051474,0.583925803610387,0.06077827658108481,0.16905794804583554
387.420013494665,0.7735638103745278,0.06598398749372107,0.17849798307647102
340.91060863445136,3.065723039321089,0.08430609520601222,0.18954021592023068
261.47595552835446,1.1562358915185174,0.045461408746053054,0.12331919715896775
299.78416992639154,3.3835271787355654,0.08136990140055153,0.17699681825039476
363.62953303389816,1.4954962170472597,0.07031440915591539,0.17764308096729006
270.73496005200684,0.7421317730726156,0.04249574102264631,0.12359533913338172
74.8567413307779,3.739193287434235,-0.002012372950425959,0.07857999924747465
